to,playing,chasing
run,playing,chasing
",",playing,chasing
jump,playing,chasing
",",playing,chasing
and,playing,chasing
chase,playing,chasing
toys,playing,chasing
.,playing,chasing
cats,food,chasing
are,food,chasing
natural,food,chasing
hunters,food,chasing
.,food,chasing
even,food,chasing
if,food,chasing
they,food,chasing
live,food,chasing
indoors,food,chasing
and,food,chasing
eat,food,chasing
food,food,chasing
from,food,chasing
their,food,chasing
owners,food,chasing
",",food,chasing
they,food,chasing
still,food,chasing
have,food,chasing
strong,food,chasing
hunting,food,chasing
instincts,food,chasing
.,food,chasing
they,food,chasing
like,food,chasing
to,food,chasing
chase,food,chasing
small,food,chasing
objects,food,chasing
",",food,chasing
like,food,chasing
balls,food,chasing
or,food,chasing
toy,food,chasing
mice,food,chasing
.,food,chasing
some,food,chasing
cats,food,chasing
even,food,chasing
bring,food,chasing
small,food,chasing
animals,food,chasing
",",food,chasing
like,food,chasing
birds,food,chasing
or,food,chasing
mice,food,chasing
",",food,chasing
to,food,chasing
their,food,chasing
owners,food,chasing
as,food,chasing
gifts,food,chasing
.,food,chasing
people,food
feed,food
their,food
cats,food
different,food
types,food
of,food
food,food
.,food
some,food
owners,food
give,food
their,food
cats,food
dry,food
kibble,food
",",food
while,food
others,food
give,food
them,food
wet,food
canned,food
food,food
.,food
some,food
people,food
cook,food
special,food
meals,food
for,food
their,food
cats,food
.,food
it,food
is,food
important,food
for,food
cats,food
to,food
have,food
a,food
balanced,food
diet,food
to,food
stay,food
healthy,food
.,food
they,food
also,food
need,food
fresh,food
water,food
every,food
day,food
.,food
cats,health
groom,health
themselves,health
by,health
licking,health
their,health
fur,health
.,health
their,health
tongues,health
have,health
tiny,health
hooks,health
that,health
help,health
remove,health
dirt,health
and,health
loose,health
hair,health
.,health
this,health
is,health
why,health
cats,health
rarely,health
need,health
baths,health
.,health
however,health
",",health
some,health
long-haired,health
cats,health
need,health
to,health
be,health
brushed,health
by,health
their,health
owners,health
to,health
prevent,health
their,health
fur,health
from,health
getting,health
tangled,health
.,health
many,people
people,people
enjoy,people
having,people
cats,people
as,people
pets,people
because,people
they,people
are,people
affectionate,people
and,people
loving,people
.,people
cats,people
like,people
to,people
sit,people
on,people
their,people
owners,people
',people
laps,people
",",people
rub,people
against,people
them,people
",",people
and,people
sometimes,people
even,people
sleep,people
next,people
to,people
them,people
.,people
some,people
cats,people
follow,people
their,people
owners,people
around,people
the,people
house,people
.,people
others,people
like,people
to,people
sit,people
quietly,people
and,people
watch,people
everything,people
happening,people
around,people
them,people
.,people
cats,food,health
can,food,health
live,food,health
for,food,health
many,food,health
years,food,health
.,food,health
most,food,health
cats,food,health
live,food,health
between,food,health
12,food,health
and,food,health
20,food,health
years,food,health
.,food,health
some,food,health
cats,food,health
live,food,health
even,food,health
longer,food,health
.,food,health
the,food,health
oldest,food,health
recorded,food,health
cat,food,health
lived,food,health
to,food,health
be,food,health
38,food,health
years,food,health
old,food,health
.,food,health
a,food,health
cat,food,health
's,food,health
lifespan,food,health
depends,food,health
on,food,health
many,food,health
factors,food,health
",",food,health
including,food,health
diet,food,health
",",food,health
exercise,food,health
",",food,health
and,food,health
medical,food,health
care,food,health
.,food,health
taking,food,health
care,food,health
of,food,health
a,food,health
cat,food,health
is,food,health
a,food,health
big,food,health
responsibility,food,health
.,food,health
owners,food,health
need,food,health
to,food,health
make,food,health
sure,food,health
their,food,health
cats,food,health
have,food,health
food,food,health
",",food,health
water,food,health
",",food,health
and,food,health
a,food,health
clean,food,health
litter,food,health
box,food,health
.,food,health
they,food,health
should,food,health
also,food,health
take,food,health
their,food,health
cats,food,health
to,food,health
the,food,health
veterinarian,food,health
for,food,health
check-ups,food,health
and,food,health
vaccinations,food,health
.,food,health
some,food,health
cats,food,health
need,food,health
extra,food,health
care,food,health
if,food,health
they,food,health
get,food,health
sick,food,health
or,food,health
injured,food,health
.,food,health
cats,people
can,people
have,people
different,people
personalities,people
.,people
some,people
cats,people
are,people
very,people
friendly,people
and,people
love,people
being,people
around,people
people,people
.,people
others,people
are,people
shy,people
and,people
like,people
to,people
hide,people
.,people
some,people
cats,people
are,people
very,people
playful,people
",",people
while,people
others,people
are,people
more,people
relaxed,people
.,people
each,people
cat,people
is,people
unique,people
",",people
just,people
like,people
people,people
.,people
many,playing,chasing
cats,playing,chasing
love,playing,chasing
to,playing,chasing
play,playing,chasing
with,playing,chasing
toys,playing,chasing
.,playing,chasing
some,playing,chasing
enjoy,playing,chasing
chasing,playing,chasing
balls,playing,chasing
",",playing,chasing
while,playing,chasing
others,playing,chasing
like,playing,chasing
to,playing,chasing
play,playing,chasing
with,playing,chasing
string,playing,chasing
or,playing,chasing
feathers,playing,chasing
.,playing,chasing
there,playing,chasing
are,playing,chasing
also,playing,chasing
puzzle,playing,chasing
toys,playing,chasing
that,playing,chasing
make,playing,chasing
cats,playing,chasing
think,playing,chasing
and,playing,chasing
solve,playing,chasing
problems,playing,chasing
.,playing,chasing
playing,playing,chasing
is,playing,chasing
important,playing,chasing
for,playing,chasing
cats,playing,chasing
because,playing,chasing
it,playing,chasing
keeps,playing,chasing
them,playing,chasing
active,playing,chasing
and,playing,chasing
happy,playing,chasing
.,playing,chasing
cats,health
are,health
very,health
clean,health
animals,health
.,health
they,health
spend,health
a,health
lot,health
of,health
time,health
grooming,health
themselves,health
.,health
they,health
also,health
prefer,health
to,health
use,health
a,health
litter,health
box,health
instead,health
of,health
going,health
to,health
the,health
bathroom,health
outside,health
.,health
if,health
their,health
litter,health
box,health
is,health
not,health
clean,health
",",health
they,health
may,health
refuse,health
to,health
use,health
it,health
.,health
this,health
is,health
why,health
it,health
is,health
important,health
to,health
keep,health
the,health
litter,health
box,health
clean,health
.,health
some,people
people,people
believe,people
that,people
cats,people
bring,people
good,people
luck,people
.,people
in,people
japan,people
",",people
there,people
is,people
a,people
famous,people
statue,people
called,people
the,people
maneki,people
neko,people
",",people
which,people
is,people
a,people
cat,people
with,people
one,people
paw,people
raised,people
.,people
it,people
is,people
believed,people
to,people
bring,people
good,people
fortune,people
to,people
businesses,people
and,people
homes,people
.,people
in,people
some,people
places,people
",",people
black,people
cats,people
are,people
seen,people
as,people
lucky,people
",",people
while,people
in,people
others,people
",",people
they,people
are,people
thought,people
to,people
bring,people
bad,people
luck,people
.,people
these,people
beliefs,people
change,people
from,people
culture,people
to,people
culture,people
.,people
cats,chasing
have,chasing
sharp,chasing
claws,chasing
that,chasing
they,chasing
use,chasing
for,chasing
climbing,chasing
and,chasing
hunting,chasing
.,chasing
they,chasing
also,chasing
use,chasing
their,chasing
claws,chasing
to,chasing
scratch,chasing
things,chasing
.,chasing
this,chasing
helps,chasing
them,chasing
keep,chasing
their,chasing
claws,chasing
sharp,chasing
and,chasing
strong,chasing
.,chasing
some,chasing
cats,chasing
scratch,chasing
furniture,chasing
",",chasing
which,chasing
can,chasing
be,chasing
a,chasing
problem,chasing
for,chasing
their,chasing
owners,chasing
.,chasing
to,chasing
prevent,chasing
this,chasing
",",chasing
owners,chasing
give,chasing
their,chasing
cats,chasing
scratching,chasing
posts,chasing
or,chasing
trim,chasing
their,chasing
claws,chasing
regularly,chasing
.,chasing
cats,people
and,people
dogs,people
are,people
very,people
different,people
animals,people
.,people
while,people
dogs,people
love,people
to,people
please,people
their,people
owners,people
",",people
cats,people
are,people
more,people
independent,people
.,people
cats,people
do,people
what,people
they,people
want,people
",",people
when,people
they,people
want,people
.,people
however,people
",",people
this,people
does,people
not,people
mean,people
that,people
cats,people
do,people
not,people
love,people
their,people
owners,people
.,people
they,people
show,people
love,people
in,people
their,people
own,people
special,people
ways,people
.,people
cats,people
are,people
wonderful,people
animals,people
that,people
bring,people
joy,people
to,people
many,people
people,people
.,people
they,people
are,people
loving,people
",",people
playful,people
",",people
and,people
independent,people
.,people
they,people
make,people
great,people
companions,people
and,people
can,people
live,people
happily,people
in,people
many,people
different,people
homes,people
.,people
whether,people
big,people
or,people
small,people
",",people
fluffy,people
or,people
hairless,people
",",people
every,people
cat,people
is,people
special,people
in,people
its,people
own,people
way,people
.,people
